kol_id,influence_potential_score,rank
7cbaa16d-96ae-4c1f-a75c-48b6baf1f5f5,3.278640184080347,333
40cfa7eb-ea5f-43d9-a850-8c60176713c9,3.277178786370822,334
f7b72e40-7f47-4ddf-8655-971bffe783c8,3.276246598331882,335
22cca810-b4db-4dbd-a041-a3b08b8bed23,3.2757185621416594,336
e435aab1-4b43-4025-96f9-7e58821e01a0,3.273259085396166,337
37b35067-d9b0-4242-8c75-2b9497b1f8e6,3.2720079513806897,338
bb31cb13-f0b4-4d50-8825-bffdc4cd89a9,3.271714602443897,339
942497ed-6a56-43a5-b50e-988781ffee41,3.2683418103026423,340
4f30eed4-244c-457c-bdf9-3f5cf09e2e21,3.2677851728771876,341
a8a6d445-6b25-498b-b62e-77cae17f3617,3.2676197333983215,342
8b58bf19-0fe0-4f13-96cf-e84102a5945b,3.2674206149391813,343
5b2de4e0-8d36-4b8d-b23a-4f97199f3616,3.266218015899898,344
6c7290a5-e365-4512-8fe6-d68f50aa88b1,3.265712684781114,345
320bb5cf-c248-434b-ad08-9fc87e75263e,3.2640302017651646,346
5c7e35e8-a7b8-43aa-a877-cff2fdae59f3,3.2634322979304886,347
d9ad862a-390d-4c27-82a8-25db0af424f8,3.262983331903927,348
60ab6ccd-7283-4b04-84dc-021a72be7c35,3.2626538247939583,349
b37300f9-280a-4dd9-bda9-e2c867e73fd0,3.2610424394009603,350
c3f392c5-7157-4001-b967-2560789b9a47,3.2598409598048503,351
632e7f29-c41f-4e75-aa7e-95135fc72642,3.258143383711065,352
60755127-0bdc-4fcb-a6ae-159c4b8caaf9,3.2572559249662976,353
db0650f5-33ab-4cdd-8083-b721ae12c4fa,3.253424407940301,354
fa8a73a9-e233-45bc-876b-260d98f8fa62,3.252255542122455,355
9d050274-7e97-4b5e-bf9e-9b5ac3214601,3.2511053281695825,356
f16e7f43-ebe3-4997-aa17-6e8526b72456,3.250013944036308,357
ce84d144-329b-4421-b7b2-1c626743b225,3.2499994647100325,358
8e959bb3-3bb2-413c-8e05-4a8cc83a2ef0,3.247688354101641,359
1aad656c-ce97-4a1a-87da-43c82886c216,3.246620681122861,360
20972f9b-6400-4470-9259-77d8740ea644,3.2464431612809284,361
79871554-6901-4572-abf7-3c58f7ec7b2f,3.245965165026254,362
8b85d90e-9807-4cd4-bd5e-38598dbfb02d,3.244861980172938,363
ea1b3ef3-a409-44d1-b377-6aea24e4b2d5,3.2446664427129397,364
f510ade6-ccee-460e-aeed-df7f6c9e715f,3.244450964214395,365
3f7eceb3-22ab-4d20-95e0-41e8f752a366,3.2439638434401905,366
b874579c-2964-415e-bc62-1c37f3a04fbf,3.243887725564249,367
433df603-0db0-4584-9081-e76e3810f1fd,3.2431000690388716,368
3d8ae962-c9d9-4d27-832a-3934607487f4,3.2426871955955643,369
